Tue Jun  1 12:16:27 2021
First batch shape: (The shape of batches are not same)
torch.Size([13, 8, 512]) 12
epo0 <tr>-<gen>: l_dis=1.47-1.47, l_cla=6.22-6.22, l_rec=66.57-90.42, l1=0.00, cer=146.42-122.24-121.92, time=56.7
epo1392 <tr>-<gen>: l_dis=0.08-8.25, l_cla=1.71-2.68, l_rec=3.96-7.94, l1=0.00, cer=4.25-6.80-7.27, time=34.5
epo1393 <tr>-<gen>: l_dis=0.09-8.48, l_cla=1.54-2.41, l_rec=3.78-8.27, l1=0.00, cer=4.31-6.71-7.67, time=34.6
epo1394 <tr>-<gen>: l_dis=0.09-7.87, l_cla=1.56-2.42, l_rec=3.29-8.46, l1=0.00, cer=3.37-7.74-7.42, time=34.4
epo1395 <tr>-<gen>: l_dis=0.07-8.04, l_cla=1.60-2.49, l_rec=3.66-8.00, l1=0.00, cer=4.50-7.87-6.14, time=34.9
epo1396 <tr>-<gen>: l_dis=0.11-8.14, l_cla=1.66-2.78, l_rec=2.90-7.99, l1=0.00, cer=2.89-6.51-7.44, time=34.8
epo1397 <tr>-<gen>: l_dis=0.09-6.80, l_cla=1.59-2.52, l_rec=3.63-8.57, l1=0.00, cer=3.98-7.12-8.26, time=34.4
epo1398 <tr>-<gen>: l_dis=0.07-7.72, l_cla=1.51-2.22, l_rec=3.46-7.64, l1=0.00, cer=3.81-7.16-6.48, time=34.6
epo1399 <tr>-<gen>: l_dis=0.08-7.81, l_cla=1.54-2.38, l_rec=3.15-9.44, l1=0.00, cer=3.07-7.80-8.21, time=34.6
epo1400 <tr>-<gen>: l_dis=0.08-7.47, l_cla=1.45-2.17, l_rec=3.12-7.64, l1=0.00, cer=3.20-6.98-5.85, time=34.2
EVAL: l_dis=5.610, l_cla=16.920, l_rec=6.499, cer=5.30-5.30, time=11.2
epo1401 <tr>-<gen>: l_dis=0.07-7.54, l_cla=1.62-2.47, l_rec=3.90-7.58, l1=0.00, cer=4.40-6.10-7.00, time=33.7
epo1402 <tr>-<gen>: l_dis=0.09-8.83, l_cla=1.62-2.39, l_rec=5.11-8.25, l1=0.00, cer=6.30-7.49-7.79, time=35.1
epo1403 <tr>-<gen>: l_dis=0.09-8.29, l_cla=1.68-2.39, l_rec=3.22-8.78, l1=0.00, cer=3.53-6.26-8.11, time=34.6
epo1404 <tr>-<gen>: l_dis=0.08-7.70, l_cla=1.74-2.59, l_rec=3.33-8.32, l1=0.00, cer=3.87-6.22-7.80, time=34.5
epo1405 <tr>-<gen>: l_dis=0.07-7.98, l_cla=1.56-2.51, l_rec=3.91-8.05, l1=0.00, cer=3.60-6.80-6.66, time=34.6
epo1406 <tr>-<gen>: l_dis=0.07-8.81, l_cla=1.39-2.21, l_rec=3.39-7.89, l1=0.00, cer=4.38-6.83-6.33, time=34.9
epo1407 <tr>-<gen>: l_dis=0.12-8.75, l_cla=1.55-2.50, l_rec=3.65-7.89, l1=0.00, cer=4.40-6.64-5.83, time=34.6
epo1408 <tr>-<gen>: l_dis=0.09-7.73, l_cla=1.56-2.36, l_rec=2.70-8.04, l1=0.00, cer=2.92-7.07-7.39, time=34.8
epo1409 <tr>-<gen>: l_dis=0.07-7.93, l_cla=1.52-2.37, l_rec=3.48-7.70, l1=0.00, cer=3.88-6.16-7.23, time=34.5
epo1410 <tr>-<gen>: l_dis=0.15-7.06, l_cla=1.50-2.56, l_rec=3.36-8.59, l1=0.00, cer=3.54-6.86-7.69, time=34.6
epo1411 <tr>-<gen>: l_dis=0.08-7.90, l_cla=1.42-2.44, l_rec=3.57-8.26, l1=0.00, cer=3.93-6.51-8.53, time=34.8
epo1412 <tr>-<gen>: l_dis=0.08-7.23, l_cla=1.45-2.63, l_rec=3.00-8.27, l1=0.00, cer=2.99-6.42-6.91, time=34.6
epo1413 <tr>-<gen>: l_dis=0.08-8.94, l_cla=1.53-2.46, l_rec=3.57-8.27, l1=0.00, cer=3.51-6.57-7.98, time=34.3
epo1414 <tr>-<gen>: l_dis=0.07-7.68, l_cla=1.54-2.46, l_rec=2.78-7.90, l1=0.00, cer=3.51-7.27-6.40, time=34.8
epo1415 <tr>-<gen>: l_dis=0.06-9.73, l_cla=1.68-2.74, l_rec=3.44-8.95, l1=0.00, cer=4.00-8.21-7.41, time=34.4
epo1416 <tr>-<gen>: l_dis=0.08-9.02, l_cla=1.45-2.70, l_rec=2.81-9.15, l1=0.00, cer=2.23-7.71-7.59, time=34.5
epo1417 <tr>-<gen>: l_dis=0.08-8.53, l_cla=1.70-2.57, l_rec=4.05-7.70, l1=0.00, cer=5.09-5.68-6.35, time=34.5
epo1418 <tr>-<gen>: l_dis=0.09-7.32, l_cla=1.55-2.54, l_rec=3.09-8.08, l1=0.00, cer=3.54-7.10-6.47, time=34.5
epo1419 <tr>-<gen>: l_dis=0.06-8.67, l_cla=1.49-2.23, l_rec=3.80-8.20, l1=0.00, cer=3.84-6.12-8.55, time=34.3
epo1420 <tr>-<gen>: l_dis=0.04-9.92, l_cla=1.56-2.46, l_rec=3.83-9.67, l1=0.00, cer=4.24-8.83-7.74, time=34.6
EVAL: l_dis=11.967, l_cla=17.585, l_rec=7.897, cer=7.51-6.70, time=11.4
epo1421 <tr>-<gen>: l_dis=0.11-8.98, l_cla=1.56-2.42, l_rec=4.25-8.78, l1=0.00, cer=5.12-8.02-7.33, time=33.9
epo1422 <tr>-<gen>: l_dis=0.07-8.73, l_cla=1.64-2.88, l_rec=3.82-10.16, l1=0.00, cer=4.42-8.66-9.25, time=34.7
epo1423 <tr>-<gen>: l_dis=0.07-8.58, l_cla=1.52-2.66, l_rec=3.94-7.86, l1=0.00, cer=4.18-6.90-6.97, time=34.8
epo1424 <tr>-<gen>: l_dis=0.08-8.24, l_cla=1.54-2.37, l_rec=3.90-8.60, l1=0.00, cer=4.38-8.09-7.15, time=34.4
epo1425 <tr>-<gen>: l_dis=0.13-8.48, l_cla=1.60-2.52, l_rec=3.46-7.77, l1=0.00, cer=4.06-7.13-6.03, time=34.2
epo1426 <tr>-<gen>: l_dis=0.08-7.49, l_cla=1.48-2.44, l_rec=3.46-7.86, l1=0.00, cer=4.01-6.17-6.42, time=34.6
epo1427 <tr>-<gen>: l_dis=0.11-8.13, l_cla=1.69-2.81, l_rec=2.85-8.33, l1=0.00, cer=2.78-7.18-8.29, time=35.6
epo1428 <tr>-<gen>: l_dis=0.09-9.17, l_cla=1.57-2.68, l_rec=3.40-8.72, l1=0.00, cer=3.35-8.26-6.91, time=34.3
epo1429 <tr>-<gen>: l_dis=0.11-8.20, l_cla=1.53-2.64, l_rec=2.91-8.63, l1=0.00, cer=2.66-8.00-7.57, time=34.7
epo1430 <tr>-<gen>: l_dis=0.11-8.56, l_cla=1.41-2.52, l_rec=3.15-8.21, l1=0.00, cer=3.33-7.62-7.22, time=34.3
epo1431 <tr>-<gen>: l_dis=0.13-6.70, l_cla=1.59-2.40, l_rec=3.27-7.86, l1=0.00, cer=4.14-6.14-7.54, time=34.5
epo1432 <tr>-<gen>: l_dis=0.07-8.90, l_cla=1.46-2.64, l_rec=2.83-7.53, l1=0.00, cer=2.64-6.84-6.15, time=34.3
epo1433 <tr>-<gen>: l_dis=0.06-8.82, l_cla=1.50-2.24, l_rec=3.90-7.98, l1=0.00, cer=4.18-7.61-6.63, time=34.5
epo1434 <tr>-<gen>: l_dis=0.12-8.38, l_cla=1.40-2.56, l_rec=3.18-8.54, l1=0.00, cer=3.42-7.25-7.07, time=34.3
epo1435 <tr>-<gen>: l_dis=0.07-7.72, l_cla=1.43-2.12, l_rec=2.94-7.89, l1=0.00, cer=3.08-6.44-6.44, time=34.4
epo1436 <tr>-<gen>: l_dis=0.08-8.97, l_cla=1.52-2.33, l_rec=3.69-7.94, l1=0.00, cer=4.51-6.22-7.09, time=34.2
epo1437 <tr>-<gen>: l_dis=0.03-8.64, l_cla=1.59-2.56, l_rec=3.92-8.10, l1=0.00, cer=4.65-6.42-7.07, time=34.2
epo1438 <tr>-<gen>: l_dis=0.12-9.17, l_cla=1.38-2.46, l_rec=2.54-8.26, l1=0.00, cer=2.49-8.12-6.87, time=34.3
epo1439 <tr>-<gen>: l_dis=0.07-7.97, l_cla=1.41-2.16, l_rec=3.46-7.55, l1=0.00, cer=3.98-6.63-6.00, time=34.2
epo1440 <tr>-<gen>: l_dis=0.08-8.32, l_cla=1.36-2.25, l_rec=3.20-8.03, l1=0.00, cer=2.99-6.32-7.11, time=34.5
EVAL: l_dis=8.106, l_cla=17.288, l_rec=7.492, cer=7.06-5.84, time=11.5
epo1441 <tr>-<gen>: l_dis=0.09-7.52, l_cla=1.39-3.20, l_rec=3.38-7.18, l1=0.00, cer=3.16-5.64-6.79, time=33.9
epo1442 <tr>-<gen>: l_dis=0.05-8.60, l_cla=1.60-2.41, l_rec=3.10-7.98, l1=0.00, cer=3.98-6.41-6.91, time=34.5
epo1443 <tr>-<gen>: l_dis=0.07-9.87, l_cla=1.62-2.58, l_rec=3.84-7.93, l1=0.00, cer=4.62-7.02-6.64, time=34.5
epo1444 <tr>-<gen>: l_dis=0.12-7.95, l_cla=1.58-2.40, l_rec=3.49-7.93, l1=0.00, cer=3.94-6.89-6.60, time=34.3
epo1445 <tr>-<gen>: l_dis=0.08-6.88, l_cla=1.41-2.09, l_rec=2.82-7.50, l1=0.00, cer=3.23-5.99-6.43, time=34.5
epo1446 <tr>-<gen>: l_dis=0.10-7.62, l_cla=1.58-2.37, l_rec=3.29-7.59, l1=0.00, cer=3.54-6.23-6.30, time=34.5
epo1447 <tr>-<gen>: l_dis=0.08-8.50, l_cla=1.40-2.18, l_rec=3.29-6.80, l1=0.00, cer=3.86-5.74-4.97, time=34.3
epo1448 <tr>-<gen>: l_dis=0.09-8.39, l_cla=1.64-2.67, l_rec=3.58-9.34, l1=0.00, cer=3.76-7.25-8.22, time=34.5
epo1449 <tr>-<gen>: l_dis=0.11-8.10, l_cla=1.48-2.59, l_rec=2.60-9.17, l1=0.00, cer=2.57-8.76-8.45, time=34.7
epo1450 <tr>-<gen>: l_dis=0.10-10.50, l_cla=1.46-2.71, l_rec=4.17-7.67, l1=0.00, cer=4.60-6.77-5.79, time=34.2
epo1451 <tr>-<gen>: l_dis=0.08-8.63, l_cla=1.60-2.45, l_rec=3.25-7.97, l1=0.00, cer=3.86-7.32-6.21, time=33.6
epo1452 <tr>-<gen>: l_dis=0.08-8.40, l_cla=1.61-2.73, l_rec=3.63-7.66, l1=0.00, cer=4.02-6.91-6.64, time=34.2
epo1453 <tr>-<gen>: l_dis=0.06-9.52, l_cla=1.54-2.36, l_rec=3.09-8.30, l1=0.00, cer=2.75-6.42-7.61, time=34.5
epo1454 <tr>-<gen>: l_dis=0.10-7.84, l_cla=1.59-2.46, l_rec=3.99-8.73, l1=0.00, cer=4.91-7.49-7.76, time=34.9
epo1455 <tr>-<gen>: l_dis=0.04-9.56, l_cla=1.46-2.39, l_rec=3.66-7.84, l1=0.00, cer=3.99-7.27-6.99, time=34.6
epo1456 <tr>-<gen>: l_dis=0.08-9.06, l_cla=1.45-2.44, l_rec=3.48-7.80, l1=0.00, cer=4.11-6.21-6.35, time=34.4
epo1457 <tr>-<gen>: l_dis=0.08-8.23, l_cla=1.53-2.26, l_rec=3.16-8.23, l1=0.00, cer=3.18-6.86-6.74, time=34.3
epo1458 <tr>-<gen>: l_dis=0.08-8.80, l_cla=1.63-2.43, l_rec=3.19-7.39, l1=0.00, cer=3.64-6.11-6.29, time=34.6
epo1459 <tr>-<gen>: l_dis=0.10-7.88, l_cla=1.69-2.40, l_rec=4.19-7.22, l1=0.00, cer=4.93-5.57-6.78, time=34.4
epo1460 <tr>-<gen>: l_dis=0.11-8.49, l_cla=1.36-2.43, l_rec=3.21-7.57, l1=0.00, cer=3.79-7.12-6.14, time=34.6
EVAL: l_dis=8.969, l_cla=16.982, l_rec=7.014, cer=6.18-5.84, time=11.5
epo1461 <tr>-<gen>: l_dis=0.11-7.14, l_cla=1.55-2.58, l_rec=2.69-8.21, l1=0.00, cer=2.44-7.87-6.19, time=34.1
epo1462 <tr>-<gen>: l_dis=0.06-8.81, l_cla=1.28-2.43, l_rec=3.98-8.23, l1=0.00, cer=4.96-6.39-7.85, time=34.5
epo1463 <tr>-<gen>: l_dis=0.11-8.30, l_cla=1.48-2.47, l_rec=2.57-8.06, l1=0.00, cer=2.68-7.14-6.95, time=34.4
epo1464 <tr>-<gen>: l_dis=0.10-7.51, l_cla=1.57-2.40, l_rec=3.46-7.77, l1=0.00, cer=4.52-6.67-6.47, time=34.6
epo1465 <tr>-<gen>: l_dis=0.11-7.79, l_cla=1.44-2.51, l_rec=3.23-6.96, l1=0.00, cer=3.76-5.45-5.47, time=34.5
epo1466 <tr>-<gen>: l_dis=0.07-8.40, l_cla=1.45-2.20, l_rec=3.08-6.97, l1=0.00, cer=3.60-5.42-5.72, time=34.5
epo1467 <tr>-<gen>: l_dis=0.08-9.72, l_cla=1.43-2.34, l_rec=3.04-7.85, l1=0.00, cer=3.00-5.84-7.12, time=34.6
epo1468 <tr>-<gen>: l_dis=0.10-8.67, l_cla=1.46-2.60, l_rec=4.14-7.15, l1=0.00, cer=4.55-5.17-6.46, time=34.4
epo1469 <tr>-<gen>: l_dis=0.08-7.77, l_cla=1.47-2.30, l_rec=3.43-7.93, l1=0.00, cer=4.25-6.27-7.07, time=34.5
epo1470 <tr>-<gen>: l_dis=0.08-8.36, l_cla=1.54-2.64, l_rec=2.91-8.20, l1=0.00, cer=3.22-7.18-8.45, time=34.2
epo1471 <tr>-<gen>: l_dis=0.11-7.49, l_cla=1.55-2.75, l_rec=2.90-8.51, l1=0.00, cer=2.50-7.84-6.96, time=34.5
epo1472 <tr>-<gen>: l_dis=0.08-7.96, l_cla=1.47-2.42, l_rec=3.26-8.02, l1=0.00, cer=3.66-6.26-7.80, time=34.4
epo1473 <tr>-<gen>: l_dis=0.08-9.31, l_cla=1.45-2.67, l_rec=3.12-8.47, l1=0.00, cer=3.58-8.89-6.68, time=34.5
epo1474 <tr>-<gen>: l_dis=0.08-9.23, l_cla=1.51-2.72, l_rec=3.57-8.56, l1=0.00, cer=4.12-9.29-6.68, time=34.6
epo1475 <tr>-<gen>: l_dis=0.09-8.22, l_cla=1.36-2.59, l_rec=2.93-7.34, l1=0.00, cer=2.95-6.58-5.69, time=34.2
epo1476 <tr>-<gen>: l_dis=0.12-9.61, l_cla=1.34-2.60, l_rec=2.97-7.64, l1=0.00, cer=2.98-6.24-7.05, time=34.6
epo1477 <tr>-<gen>: l_dis=0.18-6.88, l_cla=1.49-2.95, l_rec=3.31-7.92, l1=0.00, cer=3.21-7.41-6.84, time=34.7
epo1478 <tr>-<gen>: l_dis=0.12-8.15, l_cla=1.42-2.37, l_rec=2.48-8.05, l1=0.00, cer=2.13-6.78-6.69, time=34.4
epo1479 <tr>-<gen>: l_dis=0.08-7.73, l_cla=1.45-2.05, l_rec=2.80-7.83, l1=0.00, cer=3.34-6.59-6.48, time=34.4
epo1480 <tr>-<gen>: l_dis=0.12-7.66, l_cla=1.53-2.58, l_rec=3.92-9.41, l1=0.00, cer=4.19-8.90-8.30, time=34.4
EVAL: l_dis=7.198, l_cla=17.445, l_rec=7.583, cer=7.06-6.38, time=11.4
epo1481 <tr>-<gen>: l_dis=0.07-8.15, l_cla=1.51-2.74, l_rec=4.18-9.39, l1=0.00, cer=4.90-8.84-7.55, time=34.1
epo1482 <tr>-<gen>: l_dis=0.09-8.87, l_cla=1.47-2.58, l_rec=2.53-8.35, l1=0.00, cer=2.17-7.45-7.60, time=34.5
epo1483 <tr>-<gen>: l_dis=0.07-8.07, l_cla=1.44-2.32, l_rec=3.09-8.11, l1=0.00, cer=2.77-7.85-6.78, time=34.3
epo1484 <tr>-<gen>: l_dis=0.08-8.83, l_cla=1.59-2.49, l_rec=3.49-8.14, l1=0.00, cer=3.78-7.73-6.58, time=34.8
epo1485 <tr>-<gen>: l_dis=0.06-8.12, l_cla=1.39-2.39, l_rec=2.95-7.86, l1=0.00, cer=2.90-7.58-6.39, time=34.7
epo1486 <tr>-<gen>: l_dis=0.06-8.77, l_cla=1.44-2.37, l_rec=3.00-7.82, l1=0.00, cer=2.95-6.81-5.97, time=34.6
epo1487 <tr>-<gen>: l_dis=0.04-9.19, l_cla=1.44-2.39, l_rec=2.66-8.25, l1=0.00, cer=2.33-7.22-7.06, time=34.3
epo1488 <tr>-<gen>: l_dis=0.07-10.00, l_cla=1.57-2.34, l_rec=2.57-8.09, l1=0.00, cer=2.43-7.17-6.94, time=34.5
epo1489 <tr>-<gen>: l_dis=0.11-8.21, l_cla=1.55-2.36, l_rec=3.69-7.86, l1=0.00, cer=4.49-6.56-7.52, time=34.4
epo1490 <tr>-<gen>: l_dis=0.10-7.41, l_cla=1.49-2.26, l_rec=2.82-7.72, l1=0.00, cer=2.91-6.82-6.97, time=34.7
epo1491 <tr>-<gen>: l_dis=0.14-6.74, l_cla=1.45-2.25, l_rec=3.42-8.17, l1=0.00, cer=3.43-6.46-7.34, time=34.4
epo1492 <tr>-<gen>: l_dis=0.08-7.30, l_cla=1.30-2.35, l_rec=2.82-7.76, l1=0.00, cer=2.56-7.55-6.20, time=34.4
epo1493 <tr>-<gen>: l_dis=0.05-8.90, l_cla=1.35-2.60, l_rec=2.69-8.07, l1=0.00, cer=2.97-8.58-6.36, time=34.6
epo1494 <tr>-<gen>: l_dis=0.08-9.67, l_cla=1.51-2.68, l_rec=3.24-8.23, l1=0.00, cer=2.84-6.96-7.88, time=34.3
epo1495 <tr>-<gen>: l_dis=0.06-8.20, l_cla=1.52-2.63, l_rec=3.59-9.11, l1=0.00, cer=3.98-7.71-8.10, time=34.5
epo1496 <tr>-<gen>: l_dis=0.10-10.31, l_cla=1.65-2.59, l_rec=3.05-7.74, l1=0.00, cer=3.35-7.02-6.28, time=34.6
epo1497 <tr>-<gen>: l_dis=0.08-7.98, l_cla=1.52-2.69, l_rec=2.68-6.96, l1=0.00, cer=3.03-5.94-6.47, time=34.4
epo1498 <tr>-<gen>: l_dis=0.12-7.45, l_cla=1.39-2.39, l_rec=2.83-6.84, l1=0.00, cer=3.12-4.88-6.40, time=34.3
epo1499 <tr>-<gen>: l_dis=0.07-7.79, l_cla=1.42-2.23, l_rec=3.07-8.54, l1=0.00, cer=2.91-7.65-6.54, time=34.7
epo1500 <tr>-<gen>: l_dis=0.06-8.87, l_cla=1.32-2.44, l_rec=4.11-7.06, l1=0.00, cer=4.01-6.32-6.00, time=34.5
EVAL: l_dis=8.254, l_cla=17.355, l_rec=6.373, cer=5.52-4.86, time=11.2
epo1501 <tr>-<gen>: l_dis=0.08-7.56, l_cla=1.36-2.38, l_rec=3.43-7.10, l1=0.00, cer=3.91-5.69-5.30, time=34.4
epo1502 <tr>-<gen>: l_dis=0.10-8.14, l_cla=1.49-2.74, l_rec=2.94-8.46, l1=0.00, cer=2.94-6.22-9.29, time=34.2
epo1503 <tr>-<gen>: l_dis=0.09-8.40, l_cla=1.49-2.64, l_rec=2.49-7.26, l1=0.00, cer=2.05-6.56-6.40, time=34.8
epo1504 <tr>-<gen>: l_dis=0.05-8.76, l_cla=1.56-2.40, l_rec=3.32-7.21, l1=0.00, cer=3.28-6.56-6.37, time=34.4
epo1505 <tr>-<gen>: l_dis=0.07-9.90, l_cla=1.32-2.26, l_rec=3.28-7.42, l1=0.00, cer=3.76-5.64-6.06, time=34.7
epo1506 <tr>-<gen>: l_dis=0.08-8.47, l_cla=1.49-2.49, l_rec=3.05-8.06, l1=0.00, cer=3.39-7.57-6.51, time=34.7
epo1507 <tr>-<gen>: l_dis=0.08-8.21, l_cla=1.36-2.47, l_rec=3.30-7.53, l1=0.00, cer=3.99-6.47-6.17, time=34.5
epo1508 <tr>-<gen>: l_dis=0.04-8.89, l_cla=1.38-2.45, l_rec=3.28-6.74, l1=0.00, cer=3.19-6.17-5.33, time=34.5
epo1509 <tr>-<gen>: l_dis=0.07-10.12, l_cla=1.39-2.34, l_rec=3.52-8.07, l1=0.00, cer=4.37-8.16-6.65, time=35.0
epo1510 <tr>-<gen>: l_dis=0.09-8.66, l_cla=1.34-2.41, l_rec=3.34-8.16, l1=0.00, cer=3.58-6.51-7.38, time=34.6
epo1511 <tr>-<gen>: l_dis=0.11-7.96, l_cla=1.38-2.53, l_rec=2.60-7.36, l1=0.00, cer=3.09-6.06-6.46, time=34.8
epo1512 <tr>-<gen>: l_dis=0.10-8.51, l_cla=1.52-2.57, l_rec=3.35-8.29, l1=0.00, cer=3.39-8.21-6.36, time=34.8
epo1513 <tr>-<gen>: l_dis=0.10-8.52, l_cla=1.54-2.71, l_rec=2.88-8.11, l1=0.00, cer=2.92-7.64-6.37, time=34.4
epo1514 <tr>-<gen>: l_dis=0.07-8.87, l_cla=1.36-2.50, l_rec=3.44-7.81, l1=0.00, cer=3.61-6.84-6.11, time=34.5
epo1515 <tr>-<gen>: l_dis=0.07-10.00, l_cla=1.44-2.28, l_rec=2.64-7.66, l1=0.00, cer=2.72-5.77-7.33, time=34.6
epo1516 <tr>-<gen>: l_dis=0.08-9.58, l_cla=1.38-2.41, l_rec=3.60-7.96, l1=0.00, cer=4.65-6.89-6.78, time=34.6
epo1517 <tr>-<gen>: l_dis=0.09-8.70, l_cla=1.43-2.36, l_rec=3.14-7.49, l1=0.00, cer=3.27-6.22-6.07, time=34.4
epo1518 <tr>-<gen>: l_dis=0.07-8.23, l_cla=1.30-2.19, l_rec=2.46-7.35, l1=0.00, cer=2.11-5.83-5.94, time=34.4
epo1519 <tr>-<gen>: l_dis=0.09-8.22, l_cla=1.37-2.33, l_rec=2.57-7.36, l1=0.00, cer=2.30-6.45-6.70, time=34.7
epo1520 <tr>-<gen>: l_dis=0.05-10.65, l_cla=1.20-2.34, l_rec=3.84-6.69, l1=0.00, cer=4.26-5.09-5.42, time=34.6
EVAL: l_dis=10.676, l_cla=17.127, l_rec=6.418, cer=4.97-5.08, time=11.3
epo1521 <tr>-<gen>: l_dis=0.11-9.41, l_cla=1.45-2.41, l_rec=3.14-8.35, l1=0.00, cer=3.87-7.50-6.73, time=35.0
epo1522 <tr>-<gen>: l_dis=0.09-7.68, l_cla=1.35-2.64, l_rec=3.43-8.36, l1=0.00, cer=3.61-6.84-6.88, time=34.7
epo1523 <tr>-<gen>: l_dis=0.08-9.04, l_cla=1.36-2.53, l_rec=2.98-8.12, l1=0.00, cer=2.40-6.41-7.55, time=34.5
epo1524 <tr>-<gen>: l_dis=0.08-8.63, l_cla=1.27-2.48, l_rec=2.91-7.26, l1=0.00, cer=2.95-6.20-5.84, time=34.5
epo1525 <tr>-<gen>: l_dis=0.07-10.18, l_cla=1.55-2.61, l_rec=3.30-8.35, l1=0.00, cer=3.26-6.74-7.82, time=34.4
epo1526 <tr>-<gen>: l_dis=0.11-8.32, l_cla=1.38-2.53, l_rec=2.97-7.76, l1=0.00, cer=3.01-6.76-7.17, time=35.4
epo1527 <tr>-<gen>: l_dis=0.11-7.33, l_cla=1.35-2.24, l_rec=3.14-7.18, l1=0.00, cer=3.04-7.15-5.21, time=34.6
epo1528 <tr>-<gen>: l_dis=0.09-7.27, l_cla=1.30-2.25, l_rec=2.99-7.33, l1=0.00, cer=3.49-6.95-5.84, time=34.8
epo1529 <tr>-<gen>: l_dis=0.06-7.82, l_cla=1.43-2.53, l_rec=3.37-7.13, l1=0.00, cer=3.30-6.60-5.31, time=34.5
epo1530 <tr>-<gen>: l_dis=0.09-9.19, l_cla=1.25-2.84, l_rec=3.32-6.60, l1=0.00, cer=3.73-6.14-4.92, time=34.6
epo1531 <tr>-<gen>: l_dis=0.08-8.10, l_cla=1.36-2.33, l_rec=2.24-8.00, l1=0.00, cer=1.42-7.52-7.85, time=34.7
epo1532 <tr>-<gen>: l_dis=0.10-9.95, l_cla=1.29-2.30, l_rec=2.27-7.86, l1=0.00, cer=1.84-7.02-7.03, time=34.4
epo1533 <tr>-<gen>: l_dis=0.09-7.14, l_cla=1.29-2.32, l_rec=2.43-7.51, l1=0.00, cer=2.08-6.72-6.63, time=34.6
epo1534 <tr>-<gen>: l_dis=0.06-8.79, l_cla=1.34-2.62, l_rec=2.70-7.34, l1=0.00, cer=2.91-6.34-6.21, time=34.3
epo1535 <tr>-<gen>: l_dis=0.04-8.03, l_cla=1.47-2.34, l_rec=3.10-7.36, l1=0.00, cer=3.04-7.28-5.93, time=34.5
epo1536 <tr>-<gen>: l_dis=0.07-8.06, l_cla=1.41-2.45, l_rec=3.05-7.89, l1=0.00, cer=3.53-7.14-7.00, time=34.5
epo1537 <tr>-<gen>: l_dis=0.05-8.50, l_cla=1.43-2.64, l_rec=4.15-8.18, l1=0.00, cer=4.55-6.08-7.78, time=34.5
epo1538 <tr>-<gen>: l_dis=0.08-8.44, l_cla=1.37-2.33, l_rec=4.03-7.82, l1=0.00, cer=4.81-6.59-7.03, time=34.4
epo1539 <tr>-<gen>: l_dis=0.04-7.96, l_cla=1.61-2.63, l_rec=2.99-7.97, l1=0.00, cer=3.32-7.41-7.33, time=34.4
epo1540 <tr>-<gen>: l_dis=0.13-9.32, l_cla=1.50-2.52, l_rec=2.79-7.02, l1=0.00, cer=2.61-5.76-5.82, time=34.5
EVAL: l_dis=5.365, l_cla=16.931, l_rec=6.609, cer=6.07-4.97, time=11.3
epo1541 <tr>-<gen>: l_dis=0.12-6.99, l_cla=1.29-2.43, l_rec=2.84-7.10, l1=0.00, cer=3.41-6.97-5.78, time=34.0
epo1542 <tr>-<gen>: l_dis=0.06-8.39, l_cla=1.53-2.28, l_rec=2.23-7.27, l1=0.00, cer=1.87-6.83-6.13, time=34.4
epo1543 <tr>-<gen>: l_dis=0.09-8.41, l_cla=1.46-2.37, l_rec=3.82-7.95, l1=0.00, cer=4.25-6.26-7.31, time=34.6
epo1544 <tr>-<gen>: l_dis=0.11-7.06, l_cla=1.31-2.05, l_rec=2.54-6.76, l1=0.00, cer=2.76-5.13-5.44, time=34.8
epo1545 <tr>-<gen>: l_dis=0.06-8.13, l_cla=1.35-2.16, l_rec=3.23-7.06, l1=0.00, cer=3.90-5.52-6.40, time=34.6
epo1546 <tr>-<gen>: l_dis=0.11-7.59, l_cla=1.30-2.29, l_rec=3.13-7.28, l1=0.00, cer=3.73-6.64-6.33, time=34.4
epo1547 <tr>-<gen>: l_dis=0.08-8.16, l_cla=1.30-2.14, l_rec=3.38-7.36, l1=0.00, cer=3.56-6.20-6.79, time=34.6
epo1548 <tr>-<gen>: l_dis=0.07-8.19, l_cla=1.27-2.11, l_rec=3.09-7.03, l1=0.00, cer=3.16-5.70-6.38, time=34.6
epo1549 <tr>-<gen>: l_dis=0.05-8.26, l_cla=1.37-2.25, l_rec=2.58-7.19, l1=0.00, cer=2.77-5.74-6.46, time=34.6
epo1550 <tr>-<gen>: l_dis=0.10-8.45, l_cla=1.40-2.20, l_rec=3.68-8.48, l1=0.00, cer=4.03-7.15-8.17, time=34.6
epo1551 <tr>-<gen>: l_dis=0.07-8.51, l_cla=1.31-2.51, l_rec=2.84-7.97, l1=0.00, cer=3.30-6.92-6.41, time=34.4
epo1552 <tr>-<gen>: l_dis=0.08-7.87, l_cla=1.30-2.22, l_rec=2.82-6.63, l1=0.00, cer=2.18-4.78-5.96, time=34.1
epo1553 <tr>-<gen>: l_dis=0.06-8.40, l_cla=1.49-2.48, l_rec=2.79-8.12, l1=0.00, cer=2.77-6.51-7.42, time=34.9
epo1554 <tr>-<gen>: l_dis=0.08-8.36, l_cla=1.30-2.63, l_rec=2.48-7.17, l1=0.00, cer=2.19-7.13-5.29, time=34.7
epo1555 <tr>-<gen>: l_dis=0.08-8.24, l_cla=1.33-2.36, l_rec=2.91-7.16, l1=0.00, cer=3.95-6.32-5.74, time=34.6
